School Year,Division Number,Division Name,School Number,School Name,Subject,Test Source,Pass Rate,Division Number,State School ID
2017-2018,029,Fairfax County,350,Hughes Middle,English:Reading,SOL,82.84,029,VA-029-0290350
2017-2018,029,Fairfax County,350,Hughes Middle,History and Social Science,SOL,90.87,029,VA-029-0290350
2017-2018,029,Fairfax County,370,Forestville Elementary,Mathematics,SOL,94.56,029,VA-029-0290370
2017-2018,029,Fairfax County,370,Forestville Elementary,English:Reading,SOL,94.57,029,VA-029-0290370
2017-2018,029,Fairfax County,370,Forestville Elementary,History and Social Science,SOL,98.61,029,VA-029-0290370
2017-2018,029,Fairfax County,370,Forestville Elementary,Science,SOL,100,029,VA-029-0290370
2017-2018,029,Fairfax County,380,Woodlawn Elementary,English:Reading,SOL,56.69,029,VA-029-0290380
2017-2018,029,Fairfax County,380,Woodlawn Elementary,Mathematics,SOL,66.78,029,VA-029-0290380
2017-2018,029,Fairfax County,380,Woodlawn Elementary,Science,SOL,69.33,029,VA-029-0290380
2017-2018,029,Fairfax County,380,Woodlawn Elementary,History and Social Science,SOL,81.63,029,VA-029-0290380
2017-2018,029,Fairfax County,390,Fox Mill Elementary,English:Reading,SOL,84.95,029,VA-029-0290390
2017-2018,029,Fairfax County,390,Fox Mill Elementary,Mathematics,SOL,89.1,029,VA-029-0290390
2017-2018,029,Fairfax County,390,Fox Mill Elementary,Science,SOL,92.86,029,VA-029-0290390
2017-2018,029,Fairfax County,390,Fox Mill Elementary,History and Social Science,SOL,98.63,029,VA-029-0290390
2017-2018,029,Fairfax County,400,White Oaks Elementary,Science,SOL,80.27,029,VA-029-0290400
2017-2018,029,Fairfax County,400,White Oaks Elementary,English:Reading,SOL,85.31,029,VA-029-0290400
2017-2018,029,Fairfax County,400,White Oaks Elementary,Mathematics,SOL,85.52,029,VA-029-0290400
2017-2018,029,Fairfax County,400,White Oaks Elementary,History and Social Science,SOL,90.38,029,VA-029-0290400
2017-2018,029,Fairfax County,420,Mount Vernon High,Mathematics,SOL,63.08,029,VA-029-0290420
2017-2018,029,Fairfax County,420,Mount Vernon High,Science,SOL,67.4,029,VA-029-0290420
2017-2018,029,Fairfax County,420,Mount Vernon High,History and Social Science,SOL,70.49,029,VA-029-0290420
2017-2018,029,Fairfax County,420,Mount Vernon High,English:Reading,SOL,75.75,029,VA-029-0290420
2017-2018,029,Fairfax County,420,Mount Vernon High,English:Writing,SOL,76.3,029,VA-029-0290420
2017-2018,029,Fairfax County,430,Oak Hill Elementary,Mathematics,SOL,90.77,029,VA-029-0290430
2017-2018,029,Fairfax County,430,Oak Hill Elementary,English:Reading,SOL,91.44,029,VA-029-0290430
2017-2018,029,Fairfax County,430,Oak Hill Elementary,Science,SOL,93.29,029,VA-029-0290430
2017-2018,029,Fairfax County,430,Oak Hill Elementary,History and Social Science,SOL,94.37,029,VA-029-0290430
2017-2018,029,Fairfax County,440,Franklin Middle,Science,SOL,89.84,029,VA-029-0290440
2017-2018,029,Fairfax County,440,Franklin Middle,English:Writing,SOL,90.73,029,VA-029-0290440
2017-2018,029,Fairfax County,440,Franklin Middle,English:Reading,SOL,91.22,029,VA-029-0290440
2017-2018,029,Fairfax County,440,Franklin Middle,Mathematics,SOL,94.03,029,VA-029-0290440
2017-2018,029,Fairfax County,440,Franklin Middle,History and Social Science,SOL,97.62,029,VA-029-0290440
2017-2018,029,Fairfax County,470,Newington Forest Elementary,Science,SOL,79.45,029,VA-029-0290470
2017-2018,029,Fairfax County,470,Newington Forest Elementary,Mathematics,SOL,80.95,029,VA-029-0290470
2017-2018,029,Fairfax County,470,Newington Forest Elementary,English:Reading,SOL,82.53,029,VA-029-0290470
2017-2018,029,Fairfax County,470,Newington Forest Elementary,History and Social Science,SOL,90.63,029,VA-029-0290470
2017-2018,029,Fairfax County,480,Cherry Run Elementary,English:Reading,SOL,82.65,029,VA-029-0290480
2017-2018,029,Fairfax County,480,Cherry Run Elementary,Mathematics,SOL,83.56,029,VA-029-0290480
2017-2018,029,Fairfax County,480,Cherry Run Elementary,Science,SOL,84.31,029,VA-029-0290480
2017-2018,029,Fairfax County,480,Cherry Run Elementary,History and Social Science,SOL,91.53,029,VA-029-0290480
2017-2018,029,Fairfax County,490,Freedom Hill Elementary,Science,SOL,72,029,VA-029-0290490
2017-2018,029,Fairfax County,490,Freedom Hill Elementary,English:Reading,SOL,75.44,029,VA-029-0290490
2017-2018,029,Fairfax County,490,Freedom Hill Elementary,Mathematics,SOL,81.69,029,VA-029-0290490
2017-2018,029,Fairfax County,490,Freedom Hill Elementary,History and Social Science,SOL,89.58,029,VA-029-0290490
2017-2018,029,Fairfax County,510,Mount Eagle Elementary,English:Reading,SOL,47.25,029,VA-029-0290510
2017-2018,029,Fairfax County,510,Mount Eagle Elementary,Mathematics,SOL,54.55,029,VA-029-0290510
2017-2018,029,Fairfax County,510,Mount Eagle Elementary,Science,SOL,63.16,029,VA-029-0290510
2017-2018,029,Fairfax County,510,Mount Eagle Elementary,History and Social Science,SOL,75,029,VA-029-0290510
2017-2018,029,Fairfax County,520,Weyanoke Elementary,History and Social Science,SOL,55.07,029,VA-029-0290520
2017-2018,029,Fairfax County,520,Weyanoke Elementary,Mathematics,SOL,55.36,029,VA-029-0290520
2017-2018,029,Fairfax County,520,Weyanoke Elementary,English:Reading,SOL,56.28,029,VA-029-0290520
2017-2018,029,Fairfax County,520,Weyanoke Elementary,Science,SOL,70.45,029,VA-029-0290520
2017-2018,029,Fairfax County,530,Graham Road Elementary,English:Reading,SOL,58.72,029,VA-029-0290530
2017-2018,029,Fairfax County,530,Graham Road Elementary,Science,SOL,64.41,029,VA-029-0290530
2017-2018,029,Fairfax County,530,Graham Road Elementary,Mathematics,SOL,69.41,029,VA-029-0290530
2017-2018,029,Fairfax County,530,Graham Road Elementary,History and Social Science,SOL,100,029,VA-029-0290530
2017-2018,029,Fairfax County,560,Belle View Elementary,English:Reading,SOL,77.7,029,VA-029-0290560
2017-2018,029,Fairfax County,560,Belle View Elementary,Mathematics,SOL,79.93,029,VA-029-0290560
2017-2018,029,Fairfax County,560,Belle View Elementary,History and Social Science,SOL,85.07,029,VA-029-0290560
2017-2018,029,Fairfax County,560,Belle View Elementary,Science,SOL,86.15,029,VA-029-0290560
2017-2018,029,Fairfax County,570,Great Falls Elementary,Mathematics,SOL,88.35,029,VA-029-0290570
2017-2018,029,Fairfax County,570,Great Falls Elementary,English:Reading,SOL,91.23,029,VA-029-0290570
2017-2018,029,Fairfax County,570,Great Falls Elementary,Science,SOL,91.86,029,VA-029-0290570
2017-2018,029,Fairfax County,570,Great Falls Elementary,History and Social Science,SOL,98.63,029,VA-029-0290570
2017-2018,029,Fairfax County,580,Westlawn Elementary,English:Reading,SOL,61.95,029,VA-029-0290580
2017-2018,029,Fairfax County,580,Westlawn Elementary,Mathematics,SOL,71.99,029,VA-029-0290580
2017-2018,029,Fairfax County,580,Westlawn Elementary,Science,SOL,80.99,029,VA-029-0290580
2017-2018,029,Fairfax County,580,Westlawn Elementary,History and Social Science,SOL,88.04,029,VA-029-0290580
2017-2018,029,Fairfax County,590,Woodley Hills Elementary,English:Reading,SOL,53.8,029,VA-029-0290590
2017-2018,029,Fairfax County,590,Woodley Hills Elementary,Mathematics,SOL,59.88,029,VA-029-0290590
2017-2018,029,Fairfax County,590,Woodley Hills Elementary,Science,SOL,68.75,029,VA-029-0290590
2017-2018,029,Fairfax County,590,Woodley Hills Elementary,History and Social Science,SOL,84.48,029,VA-029-0290590
2017-2018,029,Fairfax County,620,Cameron Elementary,English:Reading,SOL,64.62,029,VA-029-0290620
2017-2018,029,Fairfax County,620,Cameron Elementary,Mathematics,SOL,68.08,029,VA-029-0290620
2017-2018,029,Fairfax County,620,Cameron Elementary,Science,SOL,70.18,029,VA-029-0290620
2017-2018,029,Fairfax County,620,Cameron Elementary,History and Social Science,SOL,72.31,029,VA-029-0290620
2017-2018,029,Fairfax County,630,Garfield Elementary,Mathematics,SOL,45.21,029,VA-029-0290630
2017-2018,029,Fairfax County,630,Garfield Elementary,History and Social Science,SOL,56.76,029,VA-029-0290630
2017-2018,029,Fairfax County,630,Garfield Elementary,English:Reading,SOL,56.91,029,VA-029-0290630
2017-2018,029,Fairfax County,630,Garfield Elementary,Science,SOL,74.47,029,VA-029-0290630
2017-2018,029,Fairfax County,650,Woodburn Elementary,English:Reading,SOL,56.64,029,VA-029-0290650
2017-2018,029,Fairfax County,650,Woodburn Elementary,Science,SOL,65.22,029,VA-029-0290650
2017-2018,029,Fairfax County,650,Woodburn Elementary,Mathematics,SOL,68.6,029,VA-029-0290650
2017-2018,029,Fairfax County,650,Woodburn Elementary,History and Social Science,SOL,90.24,029,VA-029-0290650
2017-2018,029,Fairfax County,660,Annandale High,Mathematics,SOL,71.74,029,VA-029-0290660
2017-2018,029,Fairfax County,660,Annandale High,Science,SOL,76.98,029,VA-029-0290660
2017-2018,029,Fairfax County,660,Annandale High,History and Social Science,SOL,79.25,029,VA-029-0290660
2017-2018,029,Fairfax County,660,Annandale High,English:Reading,SOL,87.79,029,VA-029-0290660
2017-2018,029,Fairfax County,660,Annandale High,English:Writing,SOL,88.79,029,VA-029-0290660
2017-2018,029,Fairfax County,673,Jackson Middle,Science,SOL,74.51,029,VA-029-0290673
2017-2018,029,Fairfax County,673,Jackson Middle,English:Reading,SOL,76.13,029,VA-029-0290673
2017-2018,029,Fairfax County,673,Jackson Middle,Mathematics,SOL,79.85,029,VA-029-0290673
2017-2018,029,Fairfax County,673,Jackson Middle,English:Writing,SOL,81.65,029,VA-029-0290673
2017-2018,029,Fairfax County,673,Jackson Middle,History and Social Science,SOL,88.07,029,VA-029-0290673
2017-2018,029,Fairfax County,680,Bush Hill Elementary,Mathematics,SOL,81.86,029,VA-029-0290680
2017-2018,029,Fairfax County,680,Bush Hill Elementary,English:Reading,SOL,83.41,029,VA-029-0290680
2017-2018,029,Fairfax County,680,Bush Hill Elementary,Science,SOL,87.69,029,VA-029-0290680
2017-2018,029,Fairfax County,680,Bush Hill Elementary,History and Social Science,SOL,90.24,029,VA-029-0290680
2017-2018,029,Fairfax County,690,Gunston Elementary,Science,SOL,65.67,029,VA-029-0290690
2017-2018,029,Fairfax County,690,Gunston Elementary,English:Reading,SOL,76.82,029,VA-029-0290690
2017-2018,029,Fairfax County,690,Gunston Elementary,Mathematics,SOL,80.69,029,VA-029-0290690
2017-2018,029,Fairfax County,690,Gunston Elementary,History and Social Science,SOL,92.96,029,VA-029-0290690
2017-2018,029,Fairfax County,700,Bucknell Elementary,Science,SOL,60.98,029,VA-029-0290700
2017-2018,029,Fairfax County,700,Bucknell Elementary,English:Reading,SOL,63.11,029,VA-029-0290700
2017-2018,029,Fairfax County,700,Bucknell Elementary,Mathematics,SOL,70.16,029,VA-029-0290700
2017-2018,029,Fairfax County,700,Bucknell Elementary,History and Social Science,SOL,81.82,029,VA-029-0290700
2017-2018,029,Fairfax County,710,Sleepy Hollow Elementary,English:Reading,SOL,60.89,029,VA-029-0290710
2017-2018,029,Fairfax County,710,Sleepy Hollow Elementary,Mathematics,SOL,76.92,029,VA-029-0290710
2017-2018,029,Fairfax County,710,Sleepy Hollow Elementary,Science,SOL,85.42,029,VA-029-0290710
2017-2018,029,Fairfax County,710,Sleepy Hollow Elementary,History and Social Science,SOL,91.43,029,VA-029-0290710
2017-2018,029,Fairfax County,720,Belvedere Elementary,English:Reading,SOL,86.08,029,VA-029-0290720
2017-2018,029,Fairfax County,720,Belvedere Elementary,Mathematics,SOL,88.94,029,VA-029-0290720
2017-2018,029,Fairfax County,720,Belvedere Elementary,History and Social Science,SOL,91.21,029,VA-029-0290720
2017-2018,029,Fairfax County,720,Belvedere Elementary,Science,SOL,94.87,029,VA-029-0290720
2017-2018,029,Fairfax County,730,Flint Hill Elementary,Science,SOL,88.99,029,VA-029-0290730
2017-2018,029,Fairfax County,730,Flint Hill Elementary,English:Reading,SOL,89.71,029,VA-029-0290730
2017-2018,029,Fairfax County,730,Flint Hill Elementary,Mathematics,SOL,90.26,029,VA-029-0290730
2017-2018,029,Fairfax County,730,Flint Hill Elementary,History and Social Science,SOL,96.81,029,VA-029-0290730
2017-2018,029,Fairfax County,740,Floris Elementary,English:Reading,SOL,93.01,029,VA-029-0290740
2017-2018,029,Fairfax County,740,Floris Elementary,Mathematics,SOL,94.57,029,VA-029-0290740
2017-2018,029,Fairfax County,740,Floris Elementary,Science,SOL,97,029,VA-029-0290740
2017-2018,029,Fairfax County,740,Floris Elementary,History and Social Science,SOL,98.15,029,VA-029-0290740
2017-2018,029,Fairfax County,750,Haycock Elementary,History and Social Science,SOL,92.81,029,VA-029-0290750
2017-2018,029,Fairfax County,750,Haycock Elementary,English:Reading,SOL,94.46,029,VA-029-0290750
2017-2018,029,Fairfax County,750,Haycock Elementary,Mathematics,SOL,96.08,029,VA-029-0290750
2017-2018,029,Fairfax County,750,Haycock Elementary,Science,SOL,96.51,029,VA-029-0290750
2017-2018,029,Fairfax County,770,Lemon Road Elementary,Science,SOL,86.17,029,VA-029-0290770
2017-2018,029,Fairfax County,770,Lemon Road Elementary,English:Reading,SOL,88.11,029,VA-029-0290770
2017-2018,029,Fairfax County,770,Lemon Road Elementary,Mathematics,SOL,89.89,029,VA-029-0290770
2017-2018,029,Fairfax County,770,Lemon Road Elementary,History and Social Science,SOL,97.78,029,VA-029-0290770
2017-2018,029,Fairfax County,790,McLean High,Mathematics,SOL,89.02,029,VA-029-0290790
2017-2018,029,Fairfax County,790,McLean High,Science,SOL,93.91,029,VA-029-0290790
2017-2018,029,Fairfax County,790,McLean High,English:Reading,SOL,94.69,029,VA-029-0290790
2017-2018,029,Fairfax County,790,McLean High,History and Social Science,SOL,94.84,029,VA-029-0290790
2017-2018,029,Fairfax County,790,McLean High,English:Writing,SOL,96.9,029,VA-029-0290790
2017-2018,029,Fairfax County,800,Navy Elementary,Science,SOL,91.25,029,VA-029-0290800
2017-2018,029,Fairfax County,800,Navy Elementary,English:Reading,SOL,93.25,029,VA-029-0290800
2017-2018,029,Fairfax County,800,Navy Elementary,Mathematics,SOL,95.82,029,VA-029-0290800
2017-2018,029,Fairfax County,800,Navy Elementary,History and Social Science,SOL,98.73,029,VA-029-0290800
2017-2018,029,Fairfax County,820,Pine Spring Elementary,English:Reading,SOL,62.11,029,VA-029-0290820
2017-2018,029,Fairfax County,820,Pine Spring Elementary,Mathematics,SOL,70.16,029,VA-029-0290820
2017-2018,029,Fairfax County,820,Pine Spring Elementary,Science,SOL,76.19,029,VA-029-0290820
2017-2018,029,Fairfax County,820,Pine Spring Elementary,History and Social Science,SOL,93.02,029,VA-029-0290820
2017-2018,029,Fairfax County,830,Timber Lane Elementary,English:Reading,SOL,57.68,029,VA-029-0290830
2017-2018,029,Fairfax County,830,Timber Lane Elementary,Science,SOL,66.2,029,VA-029-0290830
2017-2018,029,Fairfax County,830,Timber Lane Elementary,Mathematics,SOL,66.22,029,VA-029-0290830
2017-2018,029,Fairfax County,830,Timber Lane Elementary,History and Social Science,SOL,91.3,029,VA-029-0290830
2017-2018,029,Fairfax County,850,Wakefield Forest Elementary,Mathematics,SOL,87.32,029,VA-029-0290850
2017-2018,029,Fairfax County,850,Wakefield Forest Elementary,English:Reading,SOL,90.7,029,VA-029-0290850
2017-2018,029,Fairfax County,850,Wakefield Forest Elementary,Science,SOL,95.12,029,VA-029-0290850
2017-2018,029,Fairfax County,850,Wakefield Forest Elementary,History and Social Science,SOL,98.75,029,VA-029-0290850
2017-2018,029,Fairfax County,870,Crestwood Elementary,English:Reading,SOL,57.22,029,VA-029-0290870
2017-2018,029,Fairfax County,870,Crestwood Elementary,Science,SOL,59.55,029,VA-029-0290870
2017-2018,029,Fairfax County,870,Crestwood Elementary,Mathematics,SOL,69.92,029,VA-029-0290870
2017-2018,029,Fairfax County,870,Crestwood Elementary,History and Social Science,SOL,73.47,029,VA-029-0290870
2017-2018,029,Fairfax County,890,Lynbrook Elementary,English:Reading,SOL,55.41,029,VA-029-0290890
2017-2018,029,Fairfax County,890,Lynbrook Elementary,History and Social Science,SOL,63.38,029,VA-029-0290890
2017-2018,029,Fairfax County,890,Lynbrook Elementary,Mathematics,SOL,63.61,029,VA-029-0290890
2017-2018,029,Fairfax County,890,Lynbrook Elementary,Science,SOL,64.47,029,VA-029-0290890
2017-2018,029,Fairfax County,900,West Potomac High,Mathematics,SOL,68.27,029,VA-029-0290900
2017-2018,029,Fairfax County,900,West Potomac High,Science,SOL,76.37,029,VA-029-0290900
2017-2018,029,Fairfax County,900,West Potomac High,History and Social Science,SOL,79.33,029,VA-029-0290900
2017-2018,029,Fairfax County,900,West Potomac High,English:Writing,SOL,81.22,029,VA-029-0290900
2017-2018,029,Fairfax County,900,West Potomac High,English:Reading,SOL,82.32,029,VA-029-0290900
2017-2018,029,Fairfax County,930,North Springfield Elementary,Science,SOL,70.31,029,VA-029-0290930
2017-2018,029,Fairfax County,930,North Springfield Elementary,English:Reading,SOL,76.04,029,VA-029-0290930
2017-2018,029,Fairfax County,930,North Springfield Elementary,Mathematics,SOL,78.76,029,VA-029-0290930
2017-2018,029,Fairfax County,930,North Springfield Elementary,History and Social Science,SOL,95.74,029,VA-029-0290930
2017-2018,029,Fairfax County,940,Bren Mar Park Elementary,English:Reading,SOL,73.73,029,VA-029-0290940
2017-2018,029,Fairfax County,940,Bren Mar Park Elementary,Science,SOL,80.26,029,VA-029-0290940
2017-2018,029,Fairfax County,940,Bren Mar Park Elementary,Mathematics,SOL,82.43,029,VA-029-0290940
2017-2018,029,Fairfax County,940,Bren Mar Park Elementary,History and Social Science,SOL,92.31,029,VA-029-0290940
2017-2018,029,Fairfax County,950,Rose Hill Elementary,English:Reading,SOL,67.36,029,VA-029-0290950
2017-2018,029,Fairfax County,950,Rose Hill Elementary,Science,SOL,70.21,029,VA-029-0290950
2017-2018,029,Fairfax County,950,Rose Hill Elementary,Mathematics,SOL,70.29,029,VA-029-0290950
2017-2018,029,Fairfax County,950,Rose Hill Elementary,History and Social Science,SOL,74.07,029,VA-029-0290950
2017-2018,029,Fairfax County,960,Springfield Estates Elementary,Science,SOL,88.57,029,VA-029-0290960
2017-2018,029,Fairfax County,960,Springfield Estates Elementary,English:Reading,SOL,89.71,029,VA-029-0290960
2017-2018,029,Fairfax County,960,Springfield Estates Elementary,Mathematics,SOL,93.87,029,VA-029-0290960
2017-2018,029,Fairfax County,960,Springfield Estates Elementary,History and Social Science,SOL,98.06,029,VA-029-0290960
2017-2018,029,Fairfax County,970,Glen Forest Elementary,English:Reading,SOL,59.23,029,VA-029-0290970
2017-2018,029,Fairfax County,970,Glen Forest Elementary,Science,SOL,70.48,029,VA-029-0290970
2017-2018,029,Fairfax County,970,Glen Forest Elementary,Mathematics,SOL,71.54,029,VA-029-0290970
2017-2018,029,Fairfax County,970,Glen Forest Elementary,History and Social Science,SOL,94.38,029,VA-029-0290970
2017-2018,029,Fairfax County,980,Kent Gardens Elementary,Science,SOL,87.26,029,VA-029-0290980
2017-2018,029,Fairfax County,980,Kent Gardens Elementary,Mathematics,SOL,93.33,029,VA-029-0290980
2017-2018,029,Fairfax County,980,Kent Gardens Elementary,English:Reading,SOL,93.69,029,VA-029-0290980
2017-2018,029,Fairfax County,980,Kent Gardens Elementary,History and Social Science,SOL,97.4,029,VA-029-0290980
2017-2018,029,Fairfax County,1020,Lee High,Mathematics,SOL,62.19,029,VA-029-0291020
2017-2018,029,Fairfax County,1020,Lee High,Science,SOL,69.7,029,VA-029-0291020
2017-2018,029,Fairfax County,1020,Lee High,English:Writing,SOL,70.87,029,VA-029-0291020
2017-2018,029,Fairfax County,1020,Lee High,English:Reading,SOL,74.58,029,VA-029-0291020
2017-2018,029,Fairfax County,1020,Lee High,History and Social Science,SOL,75.07,029,VA-029-0291020
2017-2018,029,Fairfax County,1030,Parklawn Elementary,English:Reading,SOL,58.42,029,VA-029-0291030
2017-2018,029,Fairfax County,1030,Parklawn Elementary,Mathematics,SOL,68.63,029,VA-029-0291030
2017-2018,029,Fairfax County,1030,Parklawn Elementary,Science,SOL,75.51,029,VA-029-0291030
2017-2018,029,Fairfax County,1030,Parklawn Elementary,History and Social Science,SOL,84.38,029,VA-029-0291030
2017-2018,029,Fairfax County,1050,Churchill Road Elementary,Science,SOL,89.31,029,VA-029-0291050
2017-2018,029,Fairfax County,1050,Churchill Road Elementary,Mathematics,SOL,92.54,029,VA-029-0291050
2017-2018,029,Fairfax County,1050,Churchill Road Elementary,English:Reading,SOL,93.6,029,VA-029-0291050
2017-2018,029,Fairfax County,1050,Churchill Road Elementary,History and Social Science,SOL,96.8,029,VA-029-0291050
2017-2018,029,Fairfax County,1060,Madison High,Mathematics,SOL,89.92,029,VA-029-0291060
2017-2018,029,Fairfax County,1060,Madison High,History and Social Science,SOL,92.63,029,VA-029-0291060
2017-2018,029,Fairfax County,1060,Madison High,English:Writing,SOL,92.73,029,VA-029-0291060
2017-2018,029,Fairfax County,1060,Madison High,English:Reading,SOL,93.43,029,VA-029-0291060
2017-2018,029,Fairfax County,1060,Madison High,Science,SOL,93.74,029,VA-029-0291060
2017-2018,029,Fairfax County,1070,Stuart High,English:Writing,SOL,69.96,029,VA-029-0291070
2017-2018,029,Fairfax County,1070,Stuart High,History and Social Science,SOL,72.21,029,VA-029-0291070
2017-2018,029,Fairfax County,1070,Stuart High,Science,SOL,74.79,029,VA-029-0291070
2017-2018,029,Fairfax County,1070,Stuart High,Mathematics,SOL,75.15,029,VA-029-0291070
2017-2018,029,Fairfax County,1070,Stuart High,English:Reading,SOL,75.82,029,VA-029-0291070
2017-2018,029,Fairfax County,1080,Waynewood Elementary,Mathematics,SOL,90.97,029,VA-029-0291080
2017-2018,029,Fairfax County,1080,Waynewood Elementary,English:Reading,SOL,91.92,029,VA-029-0291080
2017-2018,029,Fairfax County,1080,Waynewood Elementary,Science,SOL,92.78,029,VA-029-0291080
2017-2018,029,Fairfax County,1080,Waynewood Elementary,History and Social Science,SOL,95.33,029,VA-029-0291080
2017-2018,029,Fairfax County,1090,Braddock Elementary,English:Reading,SOL,57.42,029,VA-029-0291090
2017-2018,029,Fairfax County,1090,Braddock Elementary,Mathematics,SOL,67.63,029,VA-029-0291090
2017-2018,029,Fairfax County,1090,Braddock Elementary,Science,SOL,67.81,029,VA-029-0291090
2017-2018,029,Fairfax County,1090,Braddock Elementary,History and Social Science,SOL,95.96,029,VA-029-0291090
2017-2018,029,Fairfax County,1100,Falls Church High,Mathematics,SOL,79.16,029,VA-029-0291100
2017-2018,029,Fairfax County,1100,Falls Church High,History and Social Science,SOL,81.08,029,VA-029-0291100
2017-2018,029,Fairfax County,1100,Falls Church High,Science,SOL,81.61,029,VA-029-0291100
2017-2018,029,Fairfax County,1100,Falls Church High,English:Writing,SOL,86.54,029,VA-029-0291100
2017-2018,029,Fairfax County,1100,Falls Church High,English:Reading,SOL,87.2,029,VA-029-0291100
2017-2018,029,Fairfax County,1110,Lanier Middle,Science,SOL,79.08,029,VA-029-0291110
2017-2018,029,Fairfax County,1110,Lanier Middle,English:Writing,SOL,82.49,029,VA-029-0291110
2017-2018,029,Fairfax County,1110,Lanier Middle,Mathematics,SOL,85.03,029,VA-029-0291110
2017-2018,029,Fairfax County,1110,Lanier Middle,English:Reading,SOL,85.1,029,VA-029-0291110
2017-2018,029,Fairfax County,1110,Lanier Middle,History and Social Science,SOL,92.51,029,VA-029-0291110
2017-2018,029,Fairfax County,1120,Irving Middle,English:Writing,SOL,83.45,029,VA-029-0291120
2017-2018,029,Fairfax County,1120,Irving Middle,Mathematics,SOL,84.75,029,VA-029-0291120
2017-2018,029,Fairfax County,1120,Irving Middle,Science,SOL,88.1,029,VA-029-0291120
2017-2018,029,Fairfax County,1120,Irving Middle,English:Reading,SOL,89.23,029,VA-029-0291120
2017-2018,029,Fairfax County,1120,Irving Middle,History and Social Science,SOL,95.41,029,VA-029-0291120
2017-2018,029,Fairfax County,1130,Poe Middle,Mathematics,SOL,65.47,029,VA-029-0291130
2017-2018,029,Fairfax County,1130,Poe Middle,Science,SOL,67.71,029,VA-029-0291130
2017-2018,029,Fairfax County,1130,Poe Middle,English:Reading,SOL,70.38,029,VA-029-0291130
2017-2018,029,Fairfax County,1130,Poe Middle,English:Writing,SOL,76.81,029,VA-029-0291130
2017-2018,029,Fairfax County,1130,Poe Middle,History and Social Science,SOL,90.38,029,VA-029-0291130
2017-2018,029,Fairfax County,1140,Thoreau Middle,Mathematics,SOL,88.72,029,VA-029-0291140
2017-2018,029,Fairfax County,1140,Thoreau Middle,Science,SOL,91.07,029,VA-029-0291140
2017-2018,029,Fairfax County,1140,Thoreau Middle,English:Reading,SOL,91.13,029,VA-029-0291140
2017-2018,029,Fairfax County,1140,Thoreau Middle,English:Writing,SOL,92.68,029,VA-029-0291140
2017-2018,029,Fairfax County,1140,Thoreau Middle,History and Social Science,SOL,96.85,029,VA-029-0291140
2017-2018,029,Fairfax County,1150,Longfellow Middle,Science,SOL,94.29,029,VA-029-0291150
2017-2018,029,Fairfax County,1150,Longfellow Middle,English:Writing,SOL,94.81,029,VA-029-0291150
2017-2018,029,Fairfax County,1150,Longfellow Middle,English:Reading,SOL,94.96,029,VA-029-0291150
2017-2018,029,Fairfax County,1150,Longfellow Middle,Mathematics,SOL,95.49,029,VA-029-0291150
2017-2018,029,Fairfax County,1150,Longfellow Middle,History and Social Science,SOL,97.78,029,VA-029-0291150
2017-2018,029,Fairfax County,1160,Twain Middle,English:Writing,SOL,76.7,029,VA-029-0291160
2017-2018,029,Fairfax County,1160,Twain Middle,Science,SOL,76.91,029,VA-029-0291160
2017-2018,029,Fairfax County,1160,Twain Middle,English:Reading,SOL,80.56,029,VA-029-0291160
2017-2018,029,Fairfax County,1160,Twain Middle,Mathematics,SOL,83.04,029,VA-029-0291160
2017-2018,029,Fairfax County,1160,Twain Middle,History and Social Science,SOL,88.7,029,VA-029-0291160
2017-2018,029,Fairfax County,1170,Glasgow Middle,Science,SOL,67.76,029,VA-029-0291170
2017-2018,029,Fairfax County,1170,Glasgow Middle,English:Reading,SOL,68.9,029,VA-029-0291170
2017-2018,029,Fairfax County,1170,Glasgow Middle,Mathematics,SOL,73.55,029,VA-029-0291170
2017-2018,029,Fairfax County,1170,Glasgow Middle,History and Social Science,SOL,74.19,029,VA-029-0291170
2017-2018,029,Fairfax County,1170,Glasgow Middle,English:Writing,SOL,80.59,029,VA-029-0291170
2017-2018,029,Fairfax County,1190,Cooper Middle,Mathematics,SOL,94.27,029,VA-029-0291190
2017-2018,029,Fairfax County,1190,Cooper Middle,English:Writing,SOL,94.63,029,VA-029-0291190
2017-2018,029,Fairfax County,1190,Cooper Middle,English:Reading,SOL,95.56,029,VA-029-0291190
2017-2018,029,Fairfax County,1190,Cooper Middle,Science,SOL,96.45,029,VA-029-0291190
2017-2018,029,Fairfax County,1190,Cooper Middle,History and Social Science,SOL,98.2,029,VA-029-0291190
2017-2018,029,Fairfax County,1200,Marshall Road Elementary,Science,SOL,65.14,029,VA-029-0291200
2017-2018,029,Fairfax County,1200,Marshall Road Elementary,English:Reading,SOL,74.86,029,VA-029-0291200
2017-2018,029,Fairfax County,1200,Marshall Road Elementary,Mathematics,SOL,75.79,029,VA-029-0291200
2017-2018,029,Fairfax County,1200,Marshall Road Elementary,History and Social Science,SOL,81.93,029,VA-029-0291200
2017-2018,029,Fairfax County,1210,Mantua Elementary,English:Reading,SOL,90.38,029,VA-029-0291210
2017-2018,029,Fairfax County,1210,Mantua Elementary,Mathematics,SOL,91.08,029,VA-029-0291210
2017-2018,029,Fairfax County,1210,Mantua Elementary,Science,SOL,95.19,029,VA-029-0291210
2017-2018,029,Fairfax County,1210,Mantua Elementary,History and Social Science,SOL,97.01,029,VA-029-0291210
